COD_ESTRUTURADO,NOME_UNIDADE,NOME_CENTRO,SIGLA_CENTRO,TIPO_UNIDADE,SITUACAO
93.01.09.01.0.0,Divisão de Gestão de Pessoas,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.0.0,Divisão de Gestão do Cuidado,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
01.53.00.00.0.0,Casa do Estudante Cidade,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.06.00.06.0.0,Casa do Estudante Pós-Graduação - PRAE,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.18.01.02.0.0,Central,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.18.00.00.0.1,Central de Aquisições,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.18.01.02.1.0,Central de Contratação de Objetos Especiais,Reitoria,REITORIA,Subunidade Administrativa,Informal
93.01.01.02.0.0,Setor de Gestão da Pesquisa e Inovação Tecnológica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.01.03.0.0,Setor de Gestão do Ensino,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.02.5.0,Setor de Higienização e Gestão de Resíduos,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.02.4.0,Setor de Hotelaria Hospitalar,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.02.3.0,Setor de Infraestrutura Física,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.1.0,Setor de Orçamento e Finanças,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.08.0.0,Setor de Regulação e Avaliação em Saúde,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.07.0.0,Setor de Vigilância em Saúde e Segurança do Paciente,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.06.2.0,Unidade de Abastecimento Farmacêutico,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.01.1.0,Unidade de Administração de Pessoal,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.3,Unidade de Apoio Operacional,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.7.0,Unidade de Atenção à Saúde da Criança e do Adolescente,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.2.0,Unidade de Atenção à Saúde da Mulher,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.02.0.0,Divisão de Logística e Infraestrutura Hospitalar,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.03.0.0,Divisão Médica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.00.0.0,Gerência Administrativa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.00.0.0,Gerência de Atenção à Saúde,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.01.00.0.0,Gerência de Ensino e Pesquisa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.0,Setor de Administração,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.1.0,Setor de Apoio e Diagnóstico,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.2.0,Setor de Avaliação e Controladoria,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.02.2.0,Setor de Engenharia Clínica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.06.0.0,Setor de Farmácia Hospitalar,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.5.0,Unidade de Hematologia e Oncologia,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.5.0,Unidade de Hemoterapia,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.1.2,Unidade de Laboratório de Anatomia Patológica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.1.1,Unidade de Laboratório de Análises Clínicas,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.4,Unidade de Licitações,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.1.3,Unidade de Liquidação de Despesa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.3.0,Unidade de Nutrição Clínica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.1.2,Unidade de Pagamento e Despesa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.9.0,Unidade de Atenção Psicossocial,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.2.0,Unidade de Centro Cirúrgico e Rpa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.8.0,Unidade de Cirurgia Geral,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.6.0,Unidade de Clínica Médica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.1,Unidade de Compras,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.2.2,Unidade de Contabilidade de Custos,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.2.1,Unidade de Contabilidade Fiscal,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.2,Unidade de Contratos,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.7.0,Unidade de Cuidados Intensivos e Semi-Intensivos Adulto,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.9.0,Unidade de Cuidados Intensivos e Semi-Intensivos Pediátricos e Neonatais,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.1.3,Unidade de Diagnóstico por Imagem,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.06.1.0,Unidade de Farmácia Clínica e Dispensação Farmacêutica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.01.03.2.0,Unidade de Gerenciamento de Ativ de Graduação e Ens Técnico,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.01.03.1.0,Unidade de Gerenciamento de Ativ de Pós-Graduação,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.07.2.0,Unidade de Gestão de Riscos Assistênciais,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.3.5,Unidade de Patrimônio,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.08.2.0,"Unidade de Proc da Informação Assist, Monit e Avaliação",Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.4.0,Unidade de Processamento de Materiais Esterilizados,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.09.03.1.1,Unidade de Programação Orçamentária e Financeira,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.1.1,Unidade de Pronto Socorro,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.6.0,Unidade de Radioterapia e Quimioterapia,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.8.0,Unidade de Reabilitação,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.08.1.0,Unidade de Regulação Assistencial,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.07.1.0,Unidade de Vigilância em Saúde,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.3.0,Unidade do Sistema Cardiovascular,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.02.4.0,Unidade Neuro-Músculo-Esquelética,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
08.00.00.00.0.0,Centro de Artes e Letras,Centro de Artes e Letras,CAL,Unidade de Ensino,Formal
02.00.00.00.0.0,Centro de Ciências Naturais e Exatas,Centro de Ciências Naturais e Exatas,CCNE,Unidade de Ensino,Formal
03.00.00.00.0.0,Centro de Ciências Rurais,Centro de Ciências Rurais,CCR,Unidade de Ensino,Formal
06.00.00.00.0.0,Centro de Ciências Sociais e Humanas,Centro de Ciências Sociais e Humanas,CCSH,Unidade de Ensino,Formal
05.00.00.00.0.0,Centro de Educação,Centro de Educação,CE,Unidade de Ensino,Formal
09.00.00.00.0.0,Centro de Educação Física e Desportos,Centro de Educação Física e Desportos,CEFD,Unidade de Ensino,Formal
07.00.00.00.0.0,Centro de Tecnologia,Centro de Tecnologia,CT,Unidade de Ensino,Formal
26.00.00.00.0.0,Colégio Politécnico,Colégio Politécnico,POLI,Unidade de Ensino,Formal
29.00.00.00.0.0,Unidade de Educação Infantil Ipê Amarelo,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Unidade de Ensino,Formal
31.00.00.00.0.0,Campus da Universidade Federal de Santa Maria em Cachoeira do Sul,Campus da UFSM em Cachoeira do Sul,CS,Unidade de Ensino,Formal
33.00.00.00.0.0,Campus da Universidade Federal de Santa Maria em Frederico Westphalen,Campus da UFSM em Frederico Westphalen,FW,Unidade de Ensino,Formal
99.17.00.00.0.0,Minist Relac Ext - Fundação Alexandre de Gusmão,Reitoria,REITORIA,Unidade Orçamentária,Informal
99.11.11.00.0.0,Subsecretaria de Planejamento Orçamento e Administração,Reitoria,REITORIA,Unidade Orçamentária,Informal
00.00.00.00.0.0,Universidade Federal de Santa Maria,Reitoria,REITORIA,Unidade Universitária,Formal
26.04.42.00.0.0,Coordenação do Curso Técnico em Cooperativismo,Colégio Politécnico,POLI,Unidade Universitária,Formal
01.31.00.01.0.0,Assistente - CPD,Reitoria,REITORIA,Assistente/Assessor,Formal
01.35.00.02.0.0,Assistente do Restaurante Universitário,Reitoria,REITORIA,Assistente/Assessor,Formal
03.10.18.00.0.0,Programa de Pós-Graduação em Residência em Área Profissional da Saúde-Medicina Veterinária,Centro de Ciências Rurais,CCR,Coordenação Acadêmica,Formal
04.09.06.00.0.0,Curso de Odontologia,Centro de Ciências da Saúde,CCS,Coordenação Acadêmica,Formal
04.10.20.00.0.0,Programa de Pós-Graduação em Ciências Odontológicas,Centro de Ciências da Saúde,CCS,Coordenação Acadêmica,Formal
04.10.17.00.0.0,Programa de Pós-Graduação em Distúrbios Comunicação Humana,Centro de Ciências da Saúde,CCS,Coordenação Acadêmica,Formal
04.10.28.00.0.0,Programa de Residência Multiprofissional,Centro de Ciências da Saúde,CCS,Coordenação Acadêmica,Formal
03.30.00.00.0.0,Departamento de Ciências Florestais,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
03.35.00.00.0.0,Departamento de Defesa Fitossanitária,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
01.09.01.05.0.0,Núcleo de Criação e Acompanhamento de Cursos de Pós-Graduação,Reitoria,REITORIA,Subunidade Administrativa,Formal
04.30.00.00.0.0,Departamento de Análises Clínicas e Toxicológicas,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.37.00.00.0.0,Departamento de Fisioterapia e Reabilitação,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
06.90.00.00.0.0,Departamento de Serviço Social,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
40.03.00.00.0.0,Auditoria Interna,Reitoria,REITORIA,Outros Órgãos,Formal
01.18.04.02.0.0,Comissão Permanente de Cadastro de Fornecedores - SICAF,Reitoria,REITORIA,Órgão Colegiado,Formal
01.05.00.00.0.0,Pró-Reitoria de Administração,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.26.00.00.0.0,Pró-Reitoria de Gestão de Pessoas,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.11.00.00.0.0,Pró-Reitoria de Infraestrutura,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.17.00.00.0.0,"Coordenadoria de Educação Básica, Técnica e Tecnológica",Reitoria,REITORIA,Órgão de Ensino Médio e Tecnológico,Formal
01.75.00.00.0.0,Coordenadoria de Comunicação Social,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.03.00.00.0.0,Corregedoria Setorial,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.18.00.00.0.0,Departamento de Material e Patrimônio,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.01.00.00.0.0,Gabinete do Reitor,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.24.00.00.0.0,Procuradoria Federal Junto à Universidade Federal de Santa Maria,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.31.00.00.0.0,Centro de Processamento de Dados,Reitoria,REITORIA,Órgão Suplementar Central,Formal
01.84.00.00.0.0,Departamento de Arquivo Geral,Reitoria,REITORIA,Órgão Suplementar Central,Formal
01.15.00.00.0.0,Editora,Reitoria,REITORIA,Órgão Suplementar Central,Formal
01.28.03.00.0.0,"Parque de Inovação, Ciência e Tecnologia",Reitoria,REITORIA,Órgão Suplementar Central,Formal
03.07.00.00.0.0,Núcleo de Gestão Orçamentária do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.06.00.00.0.0,Núcleo de Infraestrutura do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.05.00.00.0.0,Secretaria Administrativa do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.05.01.00.0.0,Secretaria Integrada dos Cursos de Graduação Sig-Vaz/CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.06.01.00.0.0,Subdivisão de Patrimônio do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.11.00.00.0.0,Subdivisão de Projetos do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.06.02.00.0.0,Subdivisão de Tecnologia da Informação do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
06.14.07.00.0.0,Divisão de Apoio Administrativo Às Ciências da Comunicação,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.16.00.00.0.0,Núcleo de Gestão Orçamentária do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.00.00.0.0,Secretaria Administrativa do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.05.00.0.0,Secretaria Integrada de Departamentos do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.03.00.0.0,Secretaria Integrada dos Cursos de Graduação do CCSH III,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.05.01.0.0,Subdivisão de Concursos e Promoções do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
08.08.00.00.0.0,Núcleo de Gestão Orçamentária do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.06.00.00.0.0,Secretaria Administrativa do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.06.01.00.0.0,Secretaria Integrada de Cursos de Graduação I do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.06.02.00.0.0,Secretaria Integrada de Cursos de Graduação II do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.06.04.00.0.0,Secretaria Integrada de Departamentos do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.06.05.00.0.0,Subdivisão de Comunicação do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.16.00.00.0.0,Subdivisão de Projetos do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
02.06.05.00.0.0,Subdivisão de Comunicação do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
07.06.02.00.0.0,Secretaria Integrada dos Cursos de Graduação do CT II,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.13.00.00.0.0,Setor de Apoio Pedagógico do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.16.00.00.0.0,Subdivisão de Gestão de Qualidade,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.04.01.0.0,Subdivisão de Pós-Graduação do CT I,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.14.00.00.0.0,Subdivisão de Projetos do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.35.01.01.0.0,Almoxarifado dos Rus,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.00.0.0,Coordenação de Análise Contábil,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.04.00.0.0,Coordenação de Licitações,Reitoria,REITORIA,Subunidade Administrativa,Formal
06.14.06.00.0.0,Subdivisão de Comunicação do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.04.02.0.0,Subdivisão de Controle Financeiro das Pós-Graduações do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.03.01.0.0,Subdivisão de Estágios do CCSH III,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.07.01.0.0,Subdivisão de Estágios do CCSH Iv,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.18.00.00.0.0,Subdivisão de Projetos do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
09.08.00.00.0.0,Núcleo de Gestão Orçamentária do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.07.00.00.0.0,Núcleo de Infraestrutura do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.06.00.00.0.0,Secretaria Administrativa do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.06.03.00.0.0,Secretaria Integrada de Departamentos do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.06.02.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.23.00.00.0.0,Setor de Apoio Pedagógico do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.22.00.00.0.0,Subdivisão de Apoio Às Atividades Acadêmico-Científicas,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
07.08.00.00.0.0,Núcleo de Gestão Orçamentária do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.07.00.00.0.0,Núcleo de Infraestrutura do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.00.00.0.0,Secretaria Administrativa do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.12.01.02.0.0,Divisão de Contabilidade,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.02.00.0.0,Divisão de Patrimônio,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.01.00.0.0,Divisão de Protocolo,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.14.00.0.0,Coordenadoria de Ações Educacionais,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.04.00.0.0,Coordenadoria de Articulação e Fomento à Extensão,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.03.00.0.0,Coordenadoria de Concursos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.05.00.0.0,Coordenadoria de Empreendedorismo,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.04.00.0.0,"Coordenadoria de Ingresso, Mobilidade e Desenvolvimento",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.03.00.0.0,Coordenadoria de Obras e Planejamento Ambiental e Urbano,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.13.00.0.0,Coordenadoria de Oferta e Relacionamento,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.01.00.0.0,Coordenadoria de Planejamento Administrativo,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.02.00.0.0,Coordenadoria de Planejamento Econômico,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.04.00.0.0,Coordenadoria de Planejamento Informacional,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.05.00.0.0,Coordenadoria de Projetos e Convênios,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.12.00.0.0,Coordenadoria de Registro e Matrículas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.05.00.0.0,Coordenadoria de Saúde e Qualidade Vida do Servidor,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.04.00.0.0,Coordenadoria de Transferência de Tecnologia e Propriedade Intelectual,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.02.00.0.0,Coordenadoria do Sistema de Pagamentos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.06.00.0.0,Coordenadoria Planejamento e Avaliação Institucional,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.02.00.0.0,Divisão Análise e Desenvolvimento de Sistemas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.01.0.0,Divisão de Administração Financeira,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.03.00.0.0,Divisão de Almoxarifado Central,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.03.00.0.0,Divisão de Apoio ao Usuário,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.01.00.0.0,Divisão de Suporte,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.01.00.0.0,"Divisão Material, Editais, Contratos e Importações",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.08.02.0.0,Incubadora Social,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.22.00.0.0,Núcleo Administrativo de Apoio à Regulamentação em Pesquisa,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.75.00.05.0.0,Núcleo Agência Notícias,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.05.01.01.0.0,Núcleo de Administração Financeira,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.04.01.0.0,Núcleo de Apoio a Projetos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.03.01.00.0.0,Núcleo de Apoio Administrativo-Orçamentário da Correg,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.06.00.0.0,Núcleo de Apoio Administrativo-Orçamentário da PROINOVA,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.21.00.0.0,Núcleo de Apoio Administrativo-Orçamentário da PRPGP,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.25.03.0.0,Núcleo de Apoio à Pesquisa e Estruturas Multiusuárias,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.00.04.0.0,Núcleo de Apoio Orçamentário,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.02.01.0.0,Núcleo de Atendimento e Controle Orçamentário,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.04.03.0.0,Núcleo de Avaliação e Movimentação Funcional,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.01.01.0.0,Núcleo de Cadastro,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.01.04.0.0,Núcleo de Concessões,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.03.01.0.0,Núcleo de Concursos de Docentes,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.03.02.0.0,Núcleo de Concursos de Técnico-Administrativos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.01.04.0.0,Núcleo de Controle Acadêmico da Pós-Graduação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.02.02.0.0,Núcleo de Controle e Manutenção do Sistema de Pagamentos,Reitoria,REITORIA,Subunidade Administrativa,Formal
09.07.01.00.0.0,Subdivisão de Patrimônio do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
01.26.04.02.0.0,Núcleo de Educação e Desenvolvimento,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.01.05.0.0,Núcleo de Fiscalização de Contratos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.03.03.0.0,Núcleo de Gestão de Infraestrutura e Patrimônio,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.26.01.0.0,Núcleo de Gestão de Programas Estratégicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.13.01.0.0,Núcleo de Oferta de Disciplinas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.01.03.0.0,Núcleo de Pensão e Aposentadoria,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.04.01.0.0,Núcleo de Pregões,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.03.06.0.0,Núcleo de Prevenção de Incêndios,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.02.03.0.0,Núcleo de Processos Judiciais,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.05.01.0.0,Núcleo de Promoção de Saúde do Trabalho,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.04.03.0.0,Núcleo de Propriedade Intelectual,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.04.02.0.0,Núcleo de Prospecção e Valoração,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.13.02.0.0,Núcleo de Relacionamento Acadêmico,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.05.02.0.0,Núcleo de Segurança no Trabalho,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.75.00.02.0.0,Núcleo Tv Universitária,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.08.03.0.0,Observatório de Direitos Humanos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.06.03.0.0,Orquestra,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.01.15.00.0.0,Ouvidoria,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.00.02.0.0,Secretaria Administrativa - PROGEP,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.00.02.0.0,Secretaria Apoio Administrativo - PROPLAN,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.40.00.00.0.0,Secretaria dos Conselhos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.00.02.0.0,Secretaria Geral - PROINFRA,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.00.06.0.0,Secretaria Técnica de Pessoal Docente,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.25.02.0.0,Núcleo de Gerência de Iniciação Científica,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.28.03.04.0.0,Núcleo de Gestão de Incubadoras Tecnológicas,Reitoria,REITORIA,Subunidade Administrativa,Formal
